,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SEG - REPORTE GENERAL DE SOLICITUDES - GENERADO EN:20/02/2020 - 12:09:43,,,,,,,,,,,,,,,
SOLICITUD,SOLICITUD SC,NIS,TIPO DE SERVICIO,MOVIMIENTO,PRON‡STICO,ETAPA,FECHA DE SOLICITUD,FECHA CONVENIDA,FECHA DE ENTREGA,PROBLEMA PARA SU ATENCION,COMENTARIOS,PARO DE RELOJ,MOTIVO PARO DE RELOJ,INICIO PARO DE RELOJ FECHA/HORA,FIN PARO DE RELOJ FECHA/HORA
12512967,,1910200236829,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 13:44,,,,Brayan - 2020-02-18 13:46:35 - FRENTE A LA VIAS CASA CREMA CON CAFE ,,,,
12512943,,1910200236816,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 13:40,,,,,,,,
12512889,,1910200236773,Reventa Datos,Lineas Nuevas,,CREADA/EN PROCESO,18/02/2020 13:25,,18/02/2020 13:58,,,,,,
12512876,,1910200236757,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 13:23,,,,,,,,
12512870,,1910200236753,Reventa Datos,Lineas Nuevas,,DOMICILIO SIN FACILIDADES,18/02/2020 13:21,,,,Elizabeth - 2020-02-18 13:44:28 - NA ,,,,
12512853,,1910200236745,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 13:19,,,,,,,,
12512792,,1910200236675,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 13:02,,,,,,,,
12512768,,1910200236651,Reventa Datos,Lineas Nuevas,,OBJETADA,18/02/2020 12:57,,18/02/2020 13:01,,,,,,
12512740,,1910200236621,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:50,,,,,,,,
12512735,,1910200236616,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:49,,,,,,,,
12512698,,1910200236579,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:39,,,,,,,,
12512644,,1910200236537,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:31,,,,Brayan - 2020-02-18 12:32:11 - casa de 1 piso ,,,,
12512552,,1910200236469,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:14,,,,Brayan - 2020-02-18 12:15:24 - A tres cuadras de la hielera tapanatepec pasando el puente casa a mano derecha preguntar por el sr modesto ,,,,
12512550,,1910200236465,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:14,,,,,,,,
12512539,,1910200236453,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:12,,,,,,,,
12512529,,1910200236438,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:09,,,,,,,,
12512526,,1910200236433,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:07,,,,,,,,
12512511,,1910200236421,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 12:04,,,,,,,,
12512465,,1910200236386,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 11:57,,,,,,,,
12512404,,1910200236333,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 11:44,,,,,,,,
12512342,,1910200236281,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 11:30,25/02/2020,,,,,,,
12512315,,1910200236252,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,18/02/2020 11:23,,18/02/2020 11:26,,Elizabeth - 2020-02-18 11:23:40 - NA ,,,,
12512288,,1910200236230,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 11:17,,,,,,,,
12512242,,1910200236191,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 11:08,,,,,,,,
12512229,,1910200236180,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 11:06,,,,,,,,
12512116,,1910200236146,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:58,,,,,,,,
12512079,,1910200236116,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:52,,,,,,,,
12512073,,1910200236101,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:48,,,,,,,,
12512066,,1910200236092,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:45,,,,,,,,
12511997,,1910200236030,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:28,,,,,,,,
12511985,,1910200236011,Reventa Datos,Lineas Nuevas,,OBJETADA,18/02/2020 10:23,,18/02/2020 10:47,,,,,,
12511977,,1910200236001,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:22,,,,Elizabeth - 2020-02-18 10:24:34 - CERCA DE LA CARRETERA A SALINAS Y COAUTLA ,,,,
12511970,,1910200235995,Reventa Datos,Lineas Nuevas,,OBJETADA,18/02/2020 10:21,,18/02/2020 12:27,,,,,,
12511967,,1910200235986,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:18,,,,,,,,
12511947,,1910200235971,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:14,,,,,,,,
12511900,,1910200235938,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 10:04,,,,,,,,
12511879,,1910200235917,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:59,,,,,,,,
12511830,,1910200235879,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:47,,,,,,,,
12511828,,1910200235877,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:46,,,,,,,,
12511811,,1910200235863,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:42,,,,,,,,
12511787,,1910200235847,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,18/02/2020 09:32,,18/02/2020 09:42,,,,,,
12511774,,1910200235832,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:25,,,,,,,,
12511765,,1910200235827,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:22,,,,,,,,
12511743,,1910200235812,Reventa Datos,Lineas Nuevas,,OBJETADA,18/02/2020 09:17,,18/02/2020 13:12,,,,,,
12511737,,1910200235807,Reventa Datos,Lineas Nuevas,,OBJETADA,18/02/2020 09:15,,18/02/2020 09:20,,,,,,
12511719,,1910200235788,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:06,,,,,,,,
12511707,,1910200235771,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 09:00,,,,Elizabeth - 2020-02-18 09:00:42 - NA ,,,,
12511699,,1910200235759,Reventa Datos,Lineas Nuevas,,EN PROCESO,18/02/2020 08:48,,,,,,,,
12511645,,1910200235662,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 20:35,,,,Victor - 2020-02-17 20:41:06 - FTE ZONA DEPORTIVA ,,,,
12511588,,1910200235618,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 19:19,,17/02/2020 19:25,,Victor - 2020-02-17 19:23:47 - SUSPENSION ,,,,
12511585,,1910200235612,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 19:16,,18/02/2020 09:03,,Victor - 2020-02-17 19:18:55 - SUSPENSION ,,,,
12511581,,1910200235607,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 19:13,,17/02/2020 19:19,,Victor - 2020-02-17 19:15:54 - SUSPENSION ,,,,
12511578,,1910200235602,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 19:11,,17/02/2020 19:14,,Victor - 2020-02-17 19:12:57 - SUSPENSION ,,,,
12511576,,1910200235600,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 19:09,,,,"Elizabeth - 2020-02-17 19:18:00 - ENTRAR POR LA CALLE CUAHUTEMOC, ESTA UNA IGLESI, Y DOS CUADRAS HACIA ARRIBA, ES CASA CON BARDA DE PIEDRA CASA DE UN SOLO CON UNA LONA AMARIILLA UNI CASA CON LONA AMARILLA. ",,,,
12511575,,1910200235598,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 19:09,,17/02/2020 19:11,,Victor - 2020-02-17 19:10:12 - SUSPENSION ,,,,
12511549,,1910200235593,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 19:05,,18/02/2020 08:57,,Victor - 2020-02-17 19:07:24 - SUSPENSION ,,,,
12511542,,1910200235588,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 19:03,,17/02/2020 19:05,,Victor - 2020-02-17 19:04:40 - SUSPENSION ,,,,
12511470,,1910200235578,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 18:55,,17/02/2020 18:58,,Victor - 2020-02-17 18:57:49 - SUSPENSION ,,,,
12511459,,1910200235573,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 18:52,,17/02/2020 19:00,,Victor - 2020-02-17 18:55:04 - SUSPENSION ,,,,
12511451,,1910200235567,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 18:50,,17/02/2020 18:53,,Victor - 2020-02-17 18:51:44 - SUSPENSION ,,,,
12511387,,1910200235544,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 18:32,,17/02/2020 18:44,,Victor - 2020-02-17 18:42:32 - SUSPENSION ,,,,
12511381,,1910200235540,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 18:30,,17/02/2020 18:31,,Victor - 2020-02-17 18:30:55 - SUSPENSION ,,,,
12511267,,1910200235528,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 18:16,,17/02/2020 18:24,,Victor - 2020-02-17 18:22:31 - SUSPENSION ,,,,
12511215,,1910200235514,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 18:04,,17/02/2020 18:14,,Victor - 2020-02-17 18:12:04 - SUSPENSION ,,,,
12511200,,1910200235507,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 17:57,,17/02/2020 18:05,,Victor - 2020-02-17 18:02:34 - SUSPENSION ,,,,
12511187,,1910200235495,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 17:51,,17/02/2020 17:57,,Victor - 2020-02-17 17:56:27 - SUSPENSION ,,,,
12511160,,1910200235479,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 17:42,,17/02/2020 17:49,,Victor - 2020-02-17 17:45:30 - SUSPENSION ,,,,
12511121,,1910200235454,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 17:32,,17/02/2020 17:38,,Victor - 2020-02-17 17:36:24 - SUSPENSION ,,,,
12511033,,1910200235407,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 17:13,,17/02/2020 17:27,,Victor - 2020-02-17 17:24:52 - SUSPENSION ,,,,
12511005,,1910200235391,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 17:06,,17/02/2020 17:13,,,,,,
12511001,,1910200235387,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 17:04,,17/02/2020 17:07,,Victor - 2020-02-17 17:05:06 - SUSPENSION ,,,,
12510986,,1910200235379,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 17:02,,,,"Elizabeth - 2020-02-17 17:07:43 - CASA COLOR VERDE UN PISO, SIN NUMERO EXTERIOR, A MEDIA CUADRA SE ENCUENTRA UNA TORTILLERIA ",,,,
12510983,,1910200235373,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 17:00,,,,"Elizabeth - 2020-02-17 17:01:26 - CAMINO HACIA EL PANTEON A MANO DERECHA SOBRE LA CALZADA POR AHI CERCAS ESTA UN ACAPILL LA DE LA SAGRADA FAMILIA, CASA CON DOS PERROS, PORTONES BLANCOS Y DOS VENTANAS, AFUERA POR LAS TARDES ESTA UN VOLTEO ZUL, A UN LADO VIVE UNA SE•ORA MUY CONOCIDA POR TOS COMO DO•A BOCHA. ",,,,
12510980,,1910200235370,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 17:00,,,,Elizabeth - 2020-02-17 17:18:11 - CENTRO PRENTE A UN GIGNACIO CON NOMBRE GAEL A UN COSTADADO DE UN PORTON NARANGA CASA DE UN PISO SIN PINTAR ,,,,
12510938,,1910200235353,Reventa Datos,Suspension,,LIQUIDADA,17/02/2020 16:48,,17/02/2020 17:54,,Victor - 2020-02-17 16:48:39 - SUSPENSION ,,,,
12510850,,1910200235296,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 16:17,,,,Elizabeth - 2020-02-17 16:21:02 - EN FRENTE DE UN DEPOSITO DE CERVEZA ,,,,
12510843,,1910200235286,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 16:13,,,,Elizabeth - 2020-02-17 16:15:48 - ESTA CLINIA DEL HOSPILAL ISSTE MORELOS A TRES ANDADORES HACIA EL ORIENTE HACIA LOS REYES PUEDEN ENTRAR POR EL ANDADOR JOSE ANTONIO GALEANA ES UNA CASA DE DOS PLANTAS SIN PINTARR. ,,,,
12510841,,1910200235284,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 16:13,,17/02/2020 17:57,,Victor - 2020-02-17 16:19:52 - REANUDACION ,,,,
12510837,,1910200235274,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 16:11,,,,Elizabeth - 2020-02-17 16:30:13 - DEL OXXO DE LAS AMERICAS A UNA CUADRA A LA IZQUIERDA CASA BEIG REGAS NEGRAS UN SOLO PISO ,,,,
12510832,,1910200235264,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 16:07,,17/02/2020 16:14,,Victor - 2020-02-17 16:12:03 - REANUDACION ,,,,
12510829,,1910200235258,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 16:04,,,,,,,,
12510828,,1910200235254,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 16:03,,17/02/2020 16:08,,Victor - 2020-02-17 16:06:21 - REANUDACION ,,,,
12510820,,1910200235250,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 16:00,,17/02/2020 16:12,,Victor - 2020-02-17 16:02:48 - REANUDACION ,,,,
12510813,,1910200235243,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 15:57,,,,,,,,
12510791,,1910200235215,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 15:47,,17/02/2020 16:02,,Victor - 2020-02-17 15:58:35 - REANUDACION ,,,,
12510790,,1910200235211,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 15:45,,18/02/2020 07:39,,Victor - 2020-02-17 15:46:21 - REANUDACION ,,,,
12510723,,1910200235160,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 15:23,,17/02/2020 17:41,,Victor - 2020-02-17 15:24:30 - REANUDACION ,,,,
12510654,,1910200235103,Reventa Datos,Lineas Nuevas,,OBJETADA,17/02/2020 14:45,,18/02/2020 15:32,,Elizabeth - 2020-02-17 14:46:43 - PERIFERICO R ALMADA A DOS CUADRAS ,,,,
12510640,,1910200235090,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 14:39,,,,Juan - 2020-02-17 14:40:30 - DOM JUNTO A UNA CAPILLA O IGLESIA. ,,,,
12510514,,1910200234984,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 13:47,,,,,,,,
12510443,,1910200234928,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 13:31,,17/02/2020 13:38,,Ariadna - 2020-02-17 13:34:58 - ACTIVACION ,,,,
12510404,,1910200234917,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 13:26,,,,,,,,
12510367,,1910200234895,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 13:19,,,,,,,,
12510329,,1910200234864,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 13:08,,,,,,,,
12510297,,1910200234834,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 13:03,,,,,,,,
12510294,,1910200234831,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 13:02,,,,,,,,
12510249,,1910200234801,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,17/02/2020 12:51,,,,,,,,
12510223,,1910200234783,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 12:46,,,,Elizabeth - 2020-02-17 12:47:19 - AL LADO DE CIBER MENDEZ ,,,,
12510175,,1910200234746,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 12:37,,,,,,,,
12510155,,1910200234733,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 12:34,,,,,,,,
12510111,,1910200234701,Reventa Datos,Lineas Nuevas,,OBJETADA,17/02/2020 12:26,,17/02/2020 12:31,,,,,,
12510086,,1910200234684,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 12:20,,,,,,,,
12510065,,1910200234677,Reventa Datos,Lineas Nuevas,,OBJETADA,17/02/2020 12:16,,17/02/2020 12:23,,"Juan - 2020-02-17 12:21:36 - entaria UNICA CASA COLOR NEGRO, ATRAS TERRENO BALDIO Y POR EL TALLER DE LOS CASTILLOS ",,,,
12510057,,1910200234668,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 12:15,,,,Elizabeth - 2020-02-17 12:16:26 - FRENTE A UN NEGOCIO DE MIEL ,,,,
12510027,,1910200234642,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 12:07,24/02/2020,,,,,,,
12509974,,1910200234593,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 11:53,,,,,,,,
12509942,,1910200234582,Reventa Datos,Lineas Nuevas,,OBJETADA,17/02/2020 11:50,,17/02/2020 11:54,,,,,,
12509841,,1910200234505,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 11:22,,,,,,,,
12509734,,1910200234458,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 11:09,,,,,,,,
12509719,,1910200234447,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 11:04,,,,,,,,
12509686,,1910200234414,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:56,,,,Elizabeth - 2020-02-17 10:57:11 - NA ,,,,
12509682,,1910200234409,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:55,,,,"Elizabeth - 2020-02-17 10:56:22 - 20.5629581, -100.8645516 ",,,,
12509598,,1910200234370,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:41,,,,,,,,
12509592,,1910200234363,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:39,,,,,,,,
12509584,,1910200234354,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:35,,,,,,,,
12509576,,1910200234336,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:29,,,,,,,,
12509551,,1910200234323,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:26,,,,Juan - 2020-02-17 10:28:35 - ESCUELA DEL BARRIO DEL CAMPO A UNA CUADRA ,,,,
12509543,,1910200234316,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:24,,,,,,,,
12509534,,1910200234308,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:20,,,,,,,,
12509528,,1910200234302,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:19,,,,"Elizabeth - 2020-02-17 10:19:50 - EN LA PARTE DE ATRAS ESTA UNA UNIVERCIAD LLAMADA UAT, FRENTE A LA EMPRESA DE LA COCA ESTA LA CALLE QUE SE LLAMA EL CALVARIO QUE ES LA CALLE DONDE SE ENCUENTRA EL DOMICILIO ",,,,
12509519,,1910200234297,Reventa Datos,Reanudacion,,LIQUIDADA,17/02/2020 10:17,,17/02/2020 10:22,,Ariadna - 2020-02-17 10:18:51 - REANUDACION ,,,,
12509485,,1910200234265,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 10:01,,,,Elizabeth - 2020-02-17 10:02:13 - CASA DE 2 PLANTAS COLOR CREMA CON PUERTA BLANCA ,,,,
12509395,,1910200234209,Reventa Datos,Lineas Nuevas,,OBJETADA,17/02/2020 09:19,,17/02/2020 10:29,,,,,,
12509382,,1910200234190,Reventa Datos,Lineas Nuevas,,EN PROCESO,17/02/2020 08:58,,,,,,,,
12509337,,1910200234131,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 20:12,,,,,,,,
12509336,,1910200234127,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 20:05,,,,,,,,
12509333,,1910200234116,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 19:39,,,,,,,,
12509332,,1910200234114,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 19:39,24/02/2020,,,Elizabeth - 2020-02-16 19:41:06 - es calle cerrada referencia una plaza una fiscal ,,,,
12509313,,1910200234090,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 18:57,22/02/2020,,,,,,,
12509303,,1910200234072,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 18:19,,,,,,,,
12509300,,1910200234065,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 18:03,,,,,,,,
12509294,,1910200234056,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 17:44,,,,,,,,
12509290,,1910200234049,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 17:36,24/02/2020,,,,,,,
12509287,,1910200234042,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 17:14,,,,,,,,
12509286,,1910200234039,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 17:05,,,,,,,,
12509284,,1910200234034,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 16:54,,,,,,,,
12509281,,1910200234028,Reventa Datos,Reanudacion,,LIQUIDADA,16/02/2020 16:24,,16/02/2020 16:28,,Victor - 2020-02-16 16:27:19 - REANUDACI‡N ,,,,
12509278,,1910200234022,Reventa Datos,Reanudacion,,LIQUIDADA,16/02/2020 16:14,,16/02/2020 16:20,,Ariadna - 2020-02-16 16:16:23 - Reanudaci¢n. ,,,,
12509275,,1910200233999,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 15:29,,,,,,,,
12509271,,1910200233991,Reventa Datos,Reanudacion,,LIQUIDADA,16/02/2020 15:06,,16/02/2020 15:10,,Ariadna - 2020-02-16 15:08:46 - Reanudaci¢n ,,,,
12509262,,1910200233959,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 14:14,22/02/2020,,,,,,,
12509258,,1910200233948,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 14:04,,,,,,,,
12509256,,1910200233946,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 14:01,,,,Elizabeth - 2020-02-16 14:02:55 - TORTAS AHOGADAS LA MORENA ,,,,
12509254,,1910200233941,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 13:51,,,,,,,,
12509246,,1910200233919,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 13:18,,,,,,,,
12509244,,1910200233910,Reventa Datos,Reanudacion,,LIQUIDADA,16/02/2020 13:08,,16/02/2020 13:11,,Ariadna - 2020-02-16 13:09:36 - REANUDACION ,,,,
12509242,,1910200233901,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 13:00,,,,,,,,
12509238,,1910200233872,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 12:31,,,,,,,,
12509237,,1910200233867,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 12:20,,,,Brayan - 2020-02-16 12:24:13 - BENITO JUAREZ 1 FRENTE POZO LOS SAUCES ,,,,
12509233,,1910200233835,Reventa Datos,Lineas Nuevas,,CREADA/EN PROCESO,16/02/2020 11:43,,16/02/2020 11:48,,,,,,
12509231,,1910200233815,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 11:26,,,,,,,,
12509227,,1910200233784,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 11:03,,,,,,,,
12509224,,1910200233750,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 10:23,,,,,,,,
12509223,,1910200233730,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 09:56,,,,,,,,
12509222,,1910200233721,Reventa Datos,Lineas Nuevas,,EN PROCESO,16/02/2020 09:28,,,,,,,,
12509206,,1910200233682,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 19:59,,,,,,,,
12509197,,1910200233663,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 18:43,,,,Elizabeth - 2020-02-15 18:45:22 - CERCA DE PASTELERIA Y PRIMARIA ,,,,
12509193,,1910200233646,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 18:05,,,,,,,,
12509180,,1910200233565,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 16:20,26/02/2020,,,,,,,
12509159,,1910200233453,Reventa Datos,Lineas Nuevas,,OBJETADA,15/02/2020 14:34,,15/02/2020 14:36,,,,,,
12509150,,1910200233421,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 14:20,,,,"Elizabeth - 2020-02-15 14:21:07 - ESTA UNA TIENDA EN LA ESQUINA Y ESTA OTRA TIENDA EN EN LA BASILIO VADILLO, ESTA EL DOMICILIO EN MEDIO DE LAS DOS TIENDAS ",,,,
12509145,,1910200233406,Reventa Datos,Lineas Nuevas,,OBJETADA,15/02/2020 14:10,,15/02/2020 14:13,,Elizabeth - 2020-02-15 14:11:15 - LA CASA ESTA AUN COSTADO DELA TIENDA MICELANEA JUREZ ,,,,
12509141,,1910200233385,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 13:59,22/02/2020,,,,,,,
12509140,,1910200233383,Reventa Datos,Lineas Nuevas,,OBJETADA,15/02/2020 13:59,,15/02/2020 14:09,,Elizabeth - 2020-02-15 14:07:42 - LA CASA ESTA AUN COSTADO DELA TIENDA MICELANEA JUREZ ,,,,
12509116,,1910200233227,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 13:08,,,,,,,,
12509113,,1910200233206,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 13:03,,,,,,,,
12509111,,1910200233189,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:58,,,,"Elizabeth - 2020-02-15 12:59:41 - REFERENCIA BODEGA AURRERA A UNA CUADRA, MAS ADELANTE TIENDA GRAN BODEGA ",,,,
12509103,,1910200233149,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,15/02/2020 12:47,,,,,,,,
12509097,,1910200233124,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:40,,,,"Elizabeth - 2020-02-15 12:40:41 - FRENTE AL KINDER, A 30 METROS DE LOS BOMBEROS ",,,,
12509096,,1910200233122,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:38,,,,,,,,
12509092,,1910200233100,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:28,,,,,,,,
12509090,,1910200233093,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:25,,,,,,,,
12509088,,1910200233089,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:24,,,,,,,,
12509084,,1910200233073,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:18,,,,,,,,
12509078,,1910200233044,Reventa Datos,Lineas Nuevas,,EN PROCESO,15/02/2020 12:08,,,,,,,,
